"order_id","order_date","product_id","quantity_ordered","customer_id","payment_type"
71,"2022-02-18",101,1,3,"Credit    "
72,"2022-02-19",101,1,3,"Credit    "
73,"2022-02-20",101,1,4,"Credit    "
74,"2022-02-21",101,1,4,"Credit    "
75,"2022-02-22",101,1,4,"Credit    "
76,"2022-02-22",101,1,4,"Credit    "
77,"2022-02-23",101,1,4,"Credit    "
78,"2022-02-23",101,1,4,"Credit    "
79,"2022-02-24",101,1,4,"Credit    "
80,"2022-02-26",101,1,4,"Credit    "
81,"2022-02-28",101,1,4,"Credit    "
82,"2022-03-01",101,1,4,"Credit    "
83,"2022-03-02",101,1,4,"Credit    "
84,"2022-03-02",101,1,4,"Credit    "
85,"2022-03-03",101,1,4,"Credit    "
86,"2022-03-04",101,1,4,"Credit    "
87,"2022-03-04",101,1,4,"Credit    "
88,"2022-03-04",101,1,4,"Credit    "
89,"2022-03-05",101,1,4,"Credit    "
90,"2022-03-06",101,1,4,"Credit    "
91,"2022-03-06",101,1,4,"Credit    "
92,"2022-03-06",101,1,4,"Credit    "
93,"2022-03-07",101,1,4,"Credit    "
94,"2022-03-07",101,1,4,"Credit    "
95,"2022-03-08",101,1,4,"Credit    "
96,"2022-03-09",101,1,5,"Credit    "
97,"2022-03-09",101,1,5,"Credit    "
98,"2022-03-10",101,1,5,"Credit    "
99,"2022-03-11",101,1,5,"Credit    "
100,"2022-03-11",101,1,5,"Credit    "
101,"2022-03-12",101,1,5,"Credit    "
102,"2022-03-12",101,1,5,"Credit    "
103,"2022-03-14",101,1,5,"Credit    "
104,"2022-03-14",101,1,5,"Credit    "
105,"2022-03-15",101,1,5,"Credit    "
106,"2022-03-17",101,1,5,"Credit    "
107,"2022-03-18",101,1,5,"Credit    "
108,"2022-03-18",102,1,5,"Credit    "
109,"2022-03-19",102,1,5,"Credit    "
110,"2022-03-21",102,1,5,"Credit    "
111,"2022-03-21",102,1,5,"Credit    "
112,"2022-03-22",102,1,5,"Credit    "
113,"2022-03-23",102,1,5,"Credit    "
114,"2022-03-23",102,1,5,"Credit    "
115,"2022-03-24",102,1,5,"Credit    "
116,"2022-03-24",102,1,5,"Credit    "
117,"2022-03-25",102,1,6,"Credit    "
118,"2022-03-26",102,1,6,"Credit    "
119,"2022-03-28",102,1,6,"Credit    "
120,"2022-03-28",102,1,6,"Credit    "
121,"2022-03-29",102,1,6,"Credit    "
122,"2022-03-29",102,1,6,"Credit    "
123,"2022-03-29",102,1,6,"Credit    "
124,"2022-03-30",102,1,6,"Credit    "
125,"2022-03-31",102,1,6,"Credit    "
126,"2022-03-31",102,1,6,"Credit    "
127,"2022-04-01",102,1,6,"Credit    "
128,"2022-04-01",102,1,6,"Credit    "
129,"2022-04-01",102,1,6,"Credit    "
130,"2022-04-03",102,1,6,"Credit    "
131,"2022-04-03",102,1,6,"Credit    "
132,"2022-04-03",102,1,6,"Credit    "
133,"2022-04-04",102,1,6,"Credit    "
134,"2022-04-06",102,1,6,"Credit    "
135,"2022-04-06",102,1,6,"Credit    "
136,"2022-04-10",102,1,6,"Credit    "
137,"2022-04-11",102,1,7,"Credit    "
138,"2022-04-11",102,1,7,"Credit    "
139,"2022-04-13",102,1,7,"Credit    "
140,"2022-04-13",102,1,7,"Credit    "
141,"2022-04-14",102,1,7,"Credit    "
142,"2022-04-14",102,1,7,"Credit    "
143,"2022-04-15",102,1,7,"Credit    "
144,"2022-04-15",102,1,7,"Credit    "
145,"2022-04-16",102,1,7,"Credit    "
146,"2022-04-16",102,1,7,"Credit    "
147,"2022-04-16",102,1,7,"Credit    "
148,"2022-04-16",102,1,7,"Credit    "
149,"2022-04-16",102,1,7,"Credit    "
150,"2022-04-16",102,1,7,"Credit    "
151,"2022-04-17",102,1,7,"Credit    "
152,"2022-04-17",102,1,7,"Credit    "
153,"2022-04-17",102,1,7,"Credit    "
154,"2022-04-20",102,1,7,"Credit    "
155,"2022-04-21",102,1,7,"Credit    "
156,"2022-04-22",102,1,7,"Credit    "
157,"2022-04-23",102,1,7,"Credit    "
158,"2022-04-27",102,1,8,"Credit    "
159,"2022-04-28",102,1,8,"Credit    "
160,"2022-04-28",102,1,8,"Credit    "
161,"2022-04-28",102,1,8,"Credit    "
162,"2022-05-01",102,1,8,"Credit    "
163,"2022-05-01",102,1,8,"Credit    "
164,"2022-05-01",102,1,8,"Credit    "
165,"2022-05-02",102,1,8,"Credit    "
166,"2022-05-02",102,1,8,"Credit    "
167,"2022-05-03",102,1,8,"Credit    "
168,"2022-05-04",102,1,8,"Credit    "
169,"2022-05-04",102,1,8,"Credit    "
170,"2022-05-04",102,1,8,"Credit    "
171,"2022-05-05",102,1,8,"Credit    "
172,"2022-05-05",102,1,8,"Credit    "
173,"2022-05-05",102,1,8,"Credit    "
174,"2022-05-07",102,1,8,"Credit    "
175,"2022-05-07",102,1,8,"Credit    "
176,"2022-05-08",102,1,8,"Credit    "
177,"2022-05-08",102,1,8,"Credit    "
178,"2022-05-10",102,1,8,"Credit    "
179,"2022-05-13",102,1,8,"Credit    "
180,"2022-05-15",102,1,9,"Credit    "
181,"2022-05-16",102,1,9,"Credit    "
182,"2022-05-17",102,1,9,"Credit    "
183,"2022-05-17",102,1,9,"Credit    "
184,"2022-05-18",102,1,9,"Credit    "
185,"2022-05-19",102,1,9,"Credit    "
186,"2022-05-20",102,1,9,"Credit    "
187,"2022-05-20",102,1,9,"Credit    "
188,"2022-05-20",102,1,9,"Credit    "
189,"2022-05-22",102,1,9,"Credit    "
190,"2022-05-24",102,1,9,"Credit    "
191,"2022-05-24",102,1,9,"Credit    "
192,"2022-05-25",102,1,9,"Credit    "
193,"2022-05-26",102,1,9,"Credit    "
194,"2022-05-27",102,1,9,"Credit    "
195,"2022-05-29",102,1,9,"Credit    "
196,"2022-05-31",102,1,10,"Credit    "
197,"2022-06-01",102,1,10,"Credit    "
198,"2022-06-01",102,1,10,"Credit    "
199,"2022-06-03",103,2,10,"Credit    "
200,"2022-06-04",103,2,10,"Credit    "
201,"2022-06-04",103,2,10,"Credit    "
202,"2022-06-05",103,2,10,"Credit    "
203,"2022-06-05",103,2,10,"Credit    "
204,"2022-06-06",103,2,10,"Credit    "
205,"2022-06-07",103,2,10,"Credit    "
206,"2022-06-08",103,2,10,"Credit    "
207,"2022-06-08",103,2,10,"Credit    "
208,"2022-06-08",103,2,10,"Credit    "
209,"2022-06-08",103,2,10,"Credit    "
210,"2022-06-09",103,2,10,"Credit    "
211,"2022-06-10",103,2,10,"Credit    "
212,"2022-06-11",103,2,10,"Credit    "
213,"2022-06-12",103,2,10,"Credit    "
214,"2022-06-13",103,2,10,"Credit    "
215,"2022-06-13",103,2,10,"Credit    "
216,"2022-06-14",103,2,10,"Credit    "
217,"2022-06-16",103,2,10,"Credit    "
218,"2022-06-16",103,2,10,"Credit    "
219,"2022-06-16",103,2,10,"Credit    "
220,"2022-06-17",103,2,11,"Credit    "
221,"2022-06-17",103,2,11,"Credit    "
222,"2022-06-17",103,2,11,"Credit    "
223,"2022-06-18",103,2,11,"Credit    "
224,"2022-06-18",103,2,11,"Credit    "
225,"2022-06-19",103,2,11,"Credit    "
226,"2022-06-21",103,2,11,"Credit    "
227,"2022-06-22",103,2,11,"Credit    "
228,"2022-06-22",103,2,11,"Credit    "
229,"2022-06-23",103,2,11,"Credit    "
230,"2022-06-24",103,2,11,"Credit    "
231,"2022-06-25",103,2,11,"Credit    "
232,"2022-06-26",103,2,11,"Credit    "
233,"2022-06-27",103,2,11,"Credit    "
234,"2022-06-27",103,2,11,"Credit    "
235,"2022-06-27",103,2,11,"Credit    "
236,"2022-06-29",103,2,11,"Credit    "
237,"2022-07-01",103,2,11,"Credit    "
238,"2022-07-03",103,2,11,"Credit    "
239,"2022-07-06",103,2,12,"Credit    "
240,"2022-07-06",103,2,12,"Credit    "
241,"2022-07-06",103,2,12,"Credit    "
242,"2022-07-06",103,2,12,"Credit    "
243,"2022-07-09",103,2,12,"Credit    "
244,"2022-07-10",103,2,12,"Credit    "
245,"2022-07-11",103,2,12,"Credit    "
246,"2022-07-12",103,2,12,"Credit    "
247,"2022-07-13",103,2,12,"Credit    "
248,"2022-07-13",103,2,12,"Credit    "
249,"2022-07-13",103,2,12,"Credit    "
250,"2022-07-15",103,2,12,"Credit    "
251,"2022-07-16",103,2,12,"Credit    "
252,"2022-07-16",103,2,12,"Credit    "
253,"2022-07-18",103,2,12,"Credit    "
254,"2022-07-18",103,2,12,"Credit    "
255,"2022-07-18",103,2,12,"Credit    "
256,"2022-07-22",103,2,13,"Credit    "
257,"2022-07-23",103,2,13,"Credit    "
258,"2022-07-23",103,2,13,"Credit    "
259,"2022-07-23",103,2,13,"Credit    "
260,"2022-07-24",103,2,13,"Credit    "
261,"2022-07-24",103,2,13,"Credit    "
262,"2022-07-25",103,2,13,"Credit    "
263,"2022-07-26",103,2,13,"Credit    "
264,"2022-07-26",103,2,13,"Credit    "
265,"2022-07-28",103,2,13,"Credit    "
266,"2022-07-28",103,2,13,"Credit    "
267,"2022-07-30",103,2,13,"Credit    "
268,"2022-07-31",103,2,13,"Credit    "
269,"2022-07-31",103,2,13,"Credit    "
270,"2022-08-01",103,2,13,"Credit    "
271,"2022-08-02",103,2,13,"Credit    "
272,"2022-08-04",103,2,13,"Credit    "
273,"2022-08-05",103,2,13,"Credit    "
274,"2022-08-06",103,2,14,"Credit    "
275,"2022-08-06",103,2,14,"Credit    "
276,"2022-08-08",103,2,14,"Credit    "
277,"2022-08-08",103,2,14,"Credit    "
278,"2022-08-09",103,2,14,"Credit    "
279,"2022-08-10",103,2,14,"Credit    "
280,"2022-08-10",103,2,14,"Credit    "
281,"2022-08-11",103,2,14,"Credit    "
282,"2022-08-11",103,2,14,"Credit    "
283,"2022-08-11",103,2,14,"Credit    "
284,"2022-08-11",103,2,14,"Credit    "
285,"2022-08-11",103,2,14,"Credit    "
286,"2022-08-11",103,2,14,"Credit    "
287,"2022-08-13",103,2,14,"Credit    "
288,"2022-08-14",103,2,14,"Credit    "
289,"2022-08-14",103,2,14,"Credit    "
290,"2022-08-17",103,2,14,"Credit    "
291,"2022-08-17",103,2,14,"Credit    "
292,"2022-08-17",103,2,14,"Credit    "
293,"2022-08-18",103,2,14,"Credit    "
294,"2022-08-18",103,2,14,"Credit    "
295,"2022-08-18",103,2,14,"Credit    "
296,"2022-08-19",104,2,14,"Credit    "
297,"2022-08-20",104,2,14,"Credit    "
298,"2022-08-20",104,2,14,"Credit    "
299,"2022-08-20",104,2,14,"Credit    "
300,"2022-08-22",104,2,14,"Credit    "
301,"2022-08-24",104,2,15,"Credit    "
302,"2022-08-24",104,2,15,"Credit    "
303,"2022-08-24",104,2,15,"Credit    "
304,"2022-08-25",104,2,15,"Credit    "
305,"2022-08-25",104,2,15,"Credit    "
306,"2022-08-25",104,2,15,"Credit    "
307,"2022-08-26",104,2,15,"Credit    "
308,"2022-08-28",104,2,15,"Credit    "
309,"2022-08-30",104,2,15,"Credit    "
310,"2022-08-30",104,2,15,"Credit    "
311,"2022-08-31",104,2,15,"Credit    "
312,"2022-08-31",104,2,15,"Credit    "
313,"2022-09-02",104,2,15,"Credit    "
314,"2022-09-04",104,2,15,"Credit    "
315,"2022-09-05",104,2,15,"Credit    "
316,"2022-09-06",104,2,15,"Credit    "
317,"2022-09-06",104,2,15,"Credit    "
318,"2022-09-07",104,2,15,"Credit    "
319,"2022-09-08",104,2,16,"Credit    "
320,"2022-09-08",104,2,16,"Credit    "
321,"2022-09-09",104,2,16,"Credit    "
322,"2022-09-10",104,2,16,"Credit    "
323,"2022-09-10",104,2,16,"Credit    "
324,"2022-09-10",104,2,16,"Credit    "
325,"2022-09-11",104,2,16,"Credit    "
326,"2022-09-14",104,2,16,"Credit    "
327,"2022-09-14",104,2,16,"Credit    "
328,"2022-09-15",104,2,16,"Credit    "
329,"2022-09-16",104,2,16,"Credit    "
330,"2022-09-16",104,2,16,"Credit    "
331,"2022-09-17",104,2,16,"Credit    "
332,"2022-09-19",104,2,16,"Credit    "
333,"2022-09-19",104,2,16,"Credit    "
334,"2022-09-20",104,2,16,"Credit    "
335,"2022-09-21",104,2,16,"Credit    "
336,"2022-09-21",104,2,16,"Credit    "
337,"2022-09-22",104,2,16,"Credit    "
338,"2022-09-22",104,2,16,"Credit    "
339,"2022-09-23",104,2,16,"Credit    "
340,"2022-09-24",104,2,16,"Credit    "
341,"2022-09-24",104,2,16,"Credit    "
342,"2022-09-26",104,2,17,"Credit    "
343,"2022-09-26",104,2,17,"Credit    "
344,"2022-09-26",104,2,17,"Credit    "
345,"2022-09-28",104,2,17,"Credit    "
346,"2022-10-01",104,2,17,"Credit    "
347,"2022-10-02",104,2,17,"Credit    "
348,"2022-10-02",104,2,17,"Credit    "
349,"2022-10-03",104,2,17,"Credit    "
350,"2022-10-03",104,2,17,"Credit    "
351,"2022-10-04",104,2,17,"Credit    "
352,"2022-10-04",104,2,17,"Credit    "
353,"2022-10-04",104,2,17,"Credit    "
354,"2022-10-04",104,2,17,"Credit    "
355,"2022-10-05",104,2,17,"Credit    "
356,"2022-10-05",104,2,17,"Credit    "
357,"2022-10-06",104,2,17,"Credit    "
358,"2022-10-06",104,2,17,"Credit    "
359,"2022-10-06",104,2,17,"Credit    "
360,"2022-10-07",104,2,17,"Credit    "
361,"2022-10-07",104,2,17,"Credit    "
362,"2022-10-08",104,2,17,"Credit    "
363,"2022-10-09",104,2,17,"Credit    "
364,"2022-10-09",104,2,17,"Credit    "
365,"2022-10-09",104,2,17,"Credit    "
366,"2022-10-10",104,2,17,"Credit    "
367,"2022-10-10",104,2,17,"Credit    "
368,"2022-10-10",104,2,17,"Credit    "
369,"2022-10-11",104,2,17,"Credit    "
370,"2022-10-11",104,2,17,"Credit    "
371,"2022-10-11",104,2,17,"Credit    "
372,"2022-10-11",104,2,17,"Credit    "
373,"2022-10-13",104,2,18,"Credit    "
374,"2022-10-14",104,2,18,"Credit    "
375,"2022-10-16",104,2,18,"Credit    "
376,"2022-10-19",104,2,18,"Credit    "
377,"2022-10-20",104,2,18,"Credit    "
378,"2022-10-21",104,2,18,"Credit    "
379,"2022-10-21",104,2,18,"Credit    "
380,"2022-10-22",104,2,18,"Credit    "
381,"2022-10-23",104,2,18,"Credit    "
382,"2022-10-24",104,2,18,"Credit    "
383,"2022-10-26",104,2,18,"Credit    "
384,"2022-10-26",104,2,18,"Credit    "
385,"2022-10-27",104,2,18,"Credit    "
386,"2022-10-28",104,2,18,"Credit    "
387,"2022-10-28",104,2,18,"Credit    "
388,"2022-11-01",104,2,19,"Credit    "
389,"2022-11-03",104,2,19,"Credit    "
390,"2022-11-04",104,2,19,"Credit    "
391,"2022-11-04",105,3,19,"Credit    "
392,"2022-11-06",105,3,19,"Credit    "
393,"2022-11-06",105,3,19,"Credit    "
394,"2022-11-06",105,3,19,"Credit    "
395,"2022-11-07",105,3,19,"Credit    "
396,"2022-11-07",105,3,19,"Credit    "
397,"2022-11-09",105,3,19,"Credit    "
398,"2022-11-10",105,3,19,"Credit    "
399,"2022-11-10",105,3,19,"Credit    "
400,"2022-11-11",105,3,19,"Credit    "
401,"2022-11-11",105,3,19,"Credit    "
402,"2022-11-12",105,3,19,"Credit    "
403,"2022-11-12",105,3,19,"Credit    "
404,"2022-11-13",105,3,19,"Credit    "
405,"2022-11-13",105,3,19,"Credit    "
406,"2022-11-13",105,3,19,"Credit    "
407,"2022-11-14",105,3,20,"Credit    "
408,"2022-11-15",105,3,20,"Credit    "
409,"2022-11-15",105,3,20,"Credit    "
410,"2022-11-15",105,3,20,"Credit    "
411,"2022-11-15",105,3,20,"Credit    "
412,"2022-11-16",105,3,20,"Credit    "
413,"2022-11-16",105,3,20,"Credit    "
414,"2022-11-16",105,3,20,"Credit    "
415,"2022-11-18",105,3,20,"Credit    "
416,"2022-11-19",105,3,20,"Credit    "
417,"2022-11-19",105,3,20,"Credit    "
418,"2022-11-20",105,3,20,"Credit    "
419,"2022-11-20",105,3,20,"Credit    "
420,"2022-11-20",105,3,20,"Credit    "
421,"2022-11-21",105,3,20,"Credit    "
422,"2022-11-21",105,3,20,"Credit    "
423,"2022-11-21",105,3,20,"Credit    "
424,"2022-11-21",105,3,20,"Credit    "
425,"2022-11-22",105,3,20,"Credit    "
426,"2022-11-24",105,3,20,"Credit    "
427,"2022-11-24",105,3,20,"Credit    "
428,"2022-11-28",105,3,20,"Credit    "
429,"2022-11-28",105,3,20,"Credit    "
430,"2022-11-29",105,3,20,"Credit    "
431,"2022-11-30",105,3,20,"Credit    "
432,"2022-12-01",105,3,21,"Credit    "
433,"2022-12-01",105,3,21,"Credit    "
434,"2022-12-01",105,3,21,"Credit    "
435,"2022-12-01",105,3,21,"Credit    "
436,"2022-12-02",105,3,21,"Credit    "
437,"2022-12-03",105,3,21,"Credit    "
438,"2022-12-04",105,3,21,"Credit    "
439,"2022-12-04",105,3,21,"Credit    "
440,"2022-12-04",105,3,21,"Credit    "
441,"2022-12-05",105,3,21,"Credit    "
442,"2022-12-07",105,3,21,"Credit    "
443,"2022-12-07",105,3,21,"Credit    "
444,"2022-12-07",105,3,21,"Credit    "
445,"2022-12-08",105,3,21,"Credit    "
446,"2022-12-08",105,3,21,"Credit    "
447,"2022-12-08",105,3,21,"Credit    "
448,"2022-12-09",105,3,21,"Credit    "
449,"2022-12-09",105,3,21,"Credit    "
450,"2022-12-09",105,3,21,"Credit    "
451,"2022-12-10",105,3,21,"Credit    "
452,"2022-12-11",105,3,21,"Credit    "
453,"2022-12-11",105,3,21,"Credit    "
454,"2022-12-12",105,3,21,"Credit    "
455,"2022-12-12",105,3,21,"Credit    "
456,"2022-12-12",105,3,21,"Credit    "
457,"2022-12-12",105,3,21,"Credit    "
458,"2022-12-13",105,3,21,"Credit    "
459,"2022-12-14",105,3,21,"Credit    "
460,"2022-12-14",105,3,21,"Credit    "
461,"2022-12-15",105,3,21,"Credit    "
462,"2022-12-15",105,3,21,"Credit    "
463,"2022-12-16",105,3,21,"Credit    "
464,"2022-12-16",105,3,21,"Credit    "
465,"2022-12-20",105,3,22,"Credit    "
466,"2022-12-21",105,3,22,"Credit    "
467,"2022-12-21",105,3,22,"Credit    "
468,"2022-12-23",105,3,22,"Credit    "
469,"2022-12-24",105,3,22,"Credit    "
470,"2022-12-24",105,3,22,"Credit    "
471,"2022-12-25",105,3,22,"Credit    "
472,"2022-12-25",105,3,22,"Credit    "
473,"2022-12-26",105,3,22,"Credit    "
474,"2022-12-26",105,3,22,"Credit    "
475,"2022-12-27",105,3,22,"Credit    "
476,"2022-12-28",105,3,22,"Credit    "
477,"2022-12-28",105,3,22,"Credit    "
478,"2022-12-28",105,3,22,"Credit    "
479,"2022-12-28",105,3,22,"Credit    "
480,"2022-12-28",105,3,22,"Credit    "
481,"2022-12-29",105,3,22,"Credit    "
482,"2022-12-30",105,3,22,"Credit    "
483,"2022-12-31",105,3,22,"Credit    "
484,"2023-01-01",105,3,22,"Credit    "
485,"2023-01-01",105,3,22,"Credit    "
486,"2023-01-02",105,3,22,"Credit    "
487,"2023-01-02",105,3,22,"Credit    "
488,"2023-01-03",105,3,23,"Credit    "
489,"2023-01-07",105,3,23,"Credit    "
490,"2023-01-08",105,3,23,"Credit    "
491,"2023-01-09",105,3,23,"Credit    "
492,"2023-01-09",105,3,23,"Credit    "
493,"2023-01-10",105,3,23,"Credit    "
494,"2023-01-11",105,3,23,"Credit    "
495,"2023-01-13",105,3,23,"Credit    "
496,"2023-01-14",105,3,23,"Credit    "
497,"2023-01-15",105,3,23,"Credit    "
498,"2023-01-16",105,3,23,"Credit    "
499,"2023-01-16",105,3,23,"Credit    "
500,"2023-01-17",105,3,23,"Credit    "
501,"2023-01-18",105,3,23,"Credit    "
502,"2023-01-19",105,3,23,"Credit    "
503,"2023-01-20",106,3,24,"Cash      "
504,"2023-01-22",106,3,24,"Cash      "
505,"2023-01-22",106,3,24,"Cash      "
506,"2023-01-22",106,3,24,"Cash      "
507,"2023-01-23",106,3,24,"Cash      "
508,"2023-01-23",106,3,24,"Cash      "
509,"2023-01-24",106,3,24,"Cash      "
510,"2023-01-24",106,3,24,"Cash      "
511,"2023-01-27",106,3,24,"Cash      "
512,"2023-01-28",106,3,24,"Cash      "
513,"2023-01-28",106,3,24,"Cash      "
514,"2023-01-28",106,3,24,"Cash      "
515,"2023-01-28",106,3,24,"Cash      "
516,"2023-01-29",106,3,24,"Cash      "
517,"2023-01-29",106,3,24,"Cash      "
518,"2023-01-30",106,3,24,"Cash      "
519,"2023-01-31",106,3,24,"Cash      "
520,"2023-02-01",106,3,24,"Cash      "
521,"2023-02-02",106,3,24,"Cash      "
522,"2023-02-03",106,3,24,"Cash      "
523,"2023-02-03",106,3,24,"Cash      "
524,"2023-02-04",106,3,24,"Cash      "
525,"2023-02-05",106,3,25,"Cash      "
526,"2023-02-05",106,3,25,"Cash      "
527,"2023-02-07",106,3,25,"Cash      "
528,"2023-02-07",106,3,25,"Cash      "
529,"2023-02-08",106,3,25,"Cash      "
530,"2023-02-09",106,3,25,"Cash      "
531,"2023-02-09",106,3,25,"Cash      "
532,"2023-02-09",106,3,25,"Cash      "
533,"2023-02-10",106,3,25,"Cash      "
534,"2023-02-10",106,3,25,"Cash      "
535,"2023-02-11",106,3,25,"Cash      "
536,"2023-02-11",106,3,25,"Cash      "
537,"2023-02-14",106,3,25,"Cash      "
538,"2023-02-16",106,3,25,"Cash      "
539,"2023-02-16",106,3,25,"Cash      "
540,"2023-02-18",106,3,25,"Cash      "
541,"2023-02-18",106,3,25,"Cash      "
542,"2023-02-20",106,3,25,"Cash      "
543,"2023-02-22",106,3,26,"Cash      "
544,"2023-02-23",106,3,26,"Cash      "
545,"2023-02-24",106,3,26,"Cash      "
546,"2023-02-25",106,3,26,"Cash      "
547,"2023-02-25",106,3,26,"Cash      "
548,"2023-02-26",106,3,26,"Cash      "
549,"2023-02-27",106,3,26,"Cash      "
550,"2023-03-01",106,3,26,"Cash      "
551,"2023-03-01",106,3,26,"Cash      "
552,"2023-03-01",106,3,26,"Cash      "
553,"2023-03-02",106,3,26,"Cash      "
554,"2023-03-03",106,3,26,"Cash      "
555,"2023-03-04",106,3,26,"Cash      "
556,"2023-03-04",106,3,26,"Cash      "
557,"2023-03-05",106,3,26,"Cash      "
558,"2023-03-07",106,3,26,"Cash      "
559,"2023-03-08",106,3,26,"Cash      "
560,"2023-03-09",106,3,26,"Cash      "
561,"2023-03-09",106,3,26,"Cash      "
562,"2023-03-10",106,3,26,"Cash      "
563,"2023-03-11",106,3,27,"Cash      "
564,"2023-03-12",106,3,27,"Cash      "
565,"2023-03-12",106,3,27,"Cash      "
566,"2023-03-12",106,3,27,"Cash      "
567,"2023-03-14",106,3,27,"Cash      "
568,"2023-03-14",106,3,27,"Cash      "
569,"2023-03-16",106,3,27,"Cash      "
570,"2023-03-16",106,3,27,"Cash      "
571,"2023-03-16",106,3,27,"Cash      "
572,"2023-03-16",106,3,27,"Cash      "
573,"2023-03-17",106,3,27,"Cash      "
574,"2023-03-17",106,3,27,"Cash      "
575,"2023-03-17",106,3,27,"Cash      "
576,"2023-03-18",106,3,27,"Cash      "
577,"2023-03-18",106,3,27,"Cash      "
578,"2023-03-19",106,3,27,"Cash      "
579,"2023-03-20",106,3,27,"Cash      "
580,"2023-03-21",106,3,27,"Cash      "
581,"2023-03-21",106,3,27,"Cash      "
582,"2023-03-23",106,3,27,"Cash      "
583,"2023-03-24",106,3,27,"Cash      "
584,"2023-03-24",106,3,27,"Cash      "
585,"2023-03-24",106,3,27,"Cash      "
586,"2023-03-25",106,3,27,"Cash      "
587,"2023-03-25",106,3,27,"Cash      "
588,"2023-03-25",106,3,27,"Cash      "
589,"2023-03-27",106,3,27,"Cash      "
590,"2023-03-30",106,3,28,"Cash      "
591,"2023-03-30",106,3,28,"Cash      "
592,"2023-03-31",106,3,28,"Cash      "
593,"2023-04-01",106,3,28,"Cash      "
594,"2023-04-01",106,3,28,"Cash      "
595,"2023-04-03",106,3,28,"Cash      "
596,"2023-04-04",106,3,28,"Cash      "
597,"2023-04-06",106,3,28,"Cash      "
598,"2023-04-06",106,3,28,"Cash      "
599,"2023-04-06",106,3,28,"Cash      "
600,"2023-04-07",107,4,28,"Cash      "
601,"2023-04-08",107,4,28,"Cash      "
602,"2023-04-09",107,4,28,"Cash      "
603,"2023-04-09",107,4,28,"Cash      "
604,"2023-04-10",107,4,28,"Cash      "
605,"2023-04-12",107,4,28,"Cash      "
